TXN_YEAR,TXN_MONTH,BANK,ACCOUNT_TYPE,TOT_ACCOUNT,TOT_TXNS,DEPOSIT_COUNT,WITHDRAWAL_COUNT,TOT_BALANCE,DEPOSIT_PERC,WITHDRAWAL_PERC,AVG_BALANCE,TPA
2017,6,Bank Creditas,Savings account,25,1648,345,1303,43166338.1,20.93,79.07,1726653.5240000,66
2017,6,Central Bank,NRI account,170,9408,4064,6046,334171008.6,43.20,64.26,1965711.8152941,55
2017,6,Central Bank,Salary account,190,10306,4473,6473,342123956.3,43.40,62.81,1800652.4015789,54
2017,6,Central Bank,Savings account,193,10647,4487,6457,336670421.6,42.14,60.65,1744406.3295337,55
2017,6,Czech export bank,NRI account,24,1584,345,1239,50285529.7,21.78,78.22,2095230.4041667,66
2017,6,Czech export bank,Salary account,35,2336,549,2051,84454112.9,23.50,87.80,2412974.6542857,67
2017,6,Czech export bank,Savings account,21,1338,412,926,23205130.1,30.79,69.21,1105006.1952381,64
2017,6,Fio bank ,NRI account,25,1638,347,1291,47793877.0,21.18,78.82,1911755.0800000,66
2017,6,Fio bank ,Salary account,17,1192,280,912,34083070.4,23.49,76.51,2004886.4941176,70
2017,6,Fio bank ,Savings account,22,1547,344,1203,44998972.8,22.24,77.76,2045407.8545455,70
2017,6,Hypotecni bank,NRI account,19,1264,276,988,40354609.2,21.84,78.16,2123926.8000000,67
2017,6,Hypotecni bank,Salary account,21,1258,485,837,39382556.6,38.55,66.53,1875359.8380952,60
2017,6,Hypotecni bank,Savings account,15,896,208,712,21689920.3,23.21,79.46,1445994.6866667,60
2017,6,J&T Bank ,NRI account,10,628,208,420,24069879.8,33.12,66.88,2406987.9800000,63
2017,6,J&T Bank ,Salary account,33,2119,628,1694,76261950.5,29.64,79.94,2310968.1969697,64
2017,6,J&T Bank ,Savings account,22,1533,618,915,35624449.9,40.31,59.69,1619293.1772727,70
2017,6,Kameron bank,NRI account,25,1790,492,1430,74908275.7,27.49,79.89,2996331.0280000,72
2017,6,Kameron bank,Salary account,28,1781,340,1521,41504737.6,19.09,85.40,1482312.0571429,64
2017,6,Kameron bank,Savings account,18,1173,346,827,33058881.9,29.50,70.50,1836604.5500000,65
2017,6,Max bank,NRI account,20,1324,284,1040,35204235.5,21.45,78.55,1760211.7750000,66
2017,6,Max bank,Salary account,23,1553,422,1131,41490808.8,27.17,72.83,1803948.2086957,68
2017,6,Max bank,Savings account,26,1601,274,1395,46478107.3,17.11,87.13,1787619.5115385,62
2017,6,Moneta Money Bank,NRI account,25,1615,551,1064,42109265.9,34.12,65.88,1684370.6360000,65
2017,6,Moneta Money Bank,Salary account,23,1594,414,1439,52300643.6,25.97,90.28,2273941.0260870,69
2017,6,Moneta Money Bank,Savings account,27,1881,549,1332,48831914.6,29.19,70.81,1808589.4296296,70
2017,6,NBS BANK,NRI account,170,9427,4162,6064,347906866.1,44.15,64.33,2046510.9770588,55
2017,6,NBS BANK,Salary account,189,10268,4460,6425,345215701.7,43.44,62.57,1826538.1042328,54
2017,6,NBS BANK,Savings account,193,10514,4458,6398,339435772.2,42.40,60.85,1758734.5709845,54
2017,6,Northern Bank,NRI account,170,9446,4013,6109,342031503.9,42.48,64.67,2011950.0229412,56
2017,6,Northern Bank,Salary account,190,10448,4437,6603,342005555.0,42.47,63.20,1800029.2368421,55
2017,6,Northern Bank,Savings account,193,10979,4561,6701,355169401.5,41.54,61.03,1840255.9663212,57
2017,6,PPF Bank,NRI account,21,1424,210,1280,50263197.3,14.75,89.89,2393485.5857143,68
2017,6,PPF Bank,Salary account,32,2091,414,1809,66700515.0,19.80,86.51,2084391.0937500,65
2017,6,PPF Bank,Savings account,20,1253,410,856,35334938.8,32.72,68.32,1766746.9400000,63
2017,6,Raiffeisen bank,NRI account,17,1183,139,1044,38970359.7,11.75,88.25,2292374.1000000,70
2017,6,Raiffeisen bank,Salary account,27,1784,271,1589,51082472.8,15.19,89.07,1891943.4370370,66
2017,6,Raiffeisen bank,Savings account,16,991,344,647,24996478.6,34.71,65.29,1562279.9125000,62
2017,6,SKY BANK,NRI account,169,8799,3937,5574,325306428.0,44.74,63.35,1924890.1065089,52
2017,6,SKY BANK,Salary account,189,9643,4259,5978,329540160.9,44.17,61.99,1743598.7349206,51
2017,6,SKY BANK,Savings account,193,9922,4164,6022,317479372.1,41.97,60.69,1644970.8398964,51
2017,6,Sky Bank,NRI account,170,9474,4102,6140,345911722.2,43.30,64.81,2034774.8364706,56
2017,6,Sky Bank,Salary account,190,10224,4459,6375,339141537.6,43.61,62.35,1784955.4610526,54
2017,6,Sky Bank,Savings account,193,10622,4446,6525,341112749.1,41.86,61.43,1767423.5704663,55
2017,6,Southern Bank,NRI account,170,5378,3061,2796,214217221.7,56.92,51.99,1260101.3041176,32
2017,6,Southern Bank,Salary account,190,6148,3415,3150,226713671.7,55.55,51.24,1193229.8510526,32
2017,6,Southern Bank,Savings account,193,6093,3314,2978,223998890.0,54.39,48.88,1160616.0103627,32
2017,6,Trinity Bank,NRI account,28,1831,67,2031,72795288.9,3.66,110.92,2599831.7464286,65
2017,6,Trinity Bank,Salary account,24,1685,345,1340,37300313.0,20.47,79.53,1554179.7083333,70
2017,6,Trinity Bank,Savings account,27,1858,408,1580,60926228.4,21.96,85.04,2256526.9777778,69
2017,6,UniCredit Bank,NRI account,17,1288,412,876,32904379.0,31.99,68.01,1935551.7058824,76
2017,6,UniCredit Bank,Salary account,24,1482,205,1313,40922996.4,13.83,88.60,1705124.8500000,62
2017,6,UniCredit Bank,Savings account,18,1134,272,862,27700926.5,23.99,76.01,1538940.3611111,63
2017,7,Air Bank ,NRI account,24,1682,475,1207,43855080.5,28.24,71.76,1827295.0208333,70
2017,7,Air Bank ,Salary account,31,2118,684,1497,62678229.1,32.29,70.68,2021878.3580645,68
2017,7,Air Bank ,Savings account,20,1415,209,1267,43744904.1,14.77,89.54,2187245.2050000,71
2017,7,Bank Creditas,NRI account,28,1735,411,1392,54874233.3,23.69,80.23,1959794.0464286,62
2017,7,Bank Creditas,Salary account,29,1994,821,1173,44647744.5,41.17,58.83,1539577.3965517,69
2017,7,Bank Creditas,Savings account,32,2091,542,1610,53189314.9,25.92,77.00,1662166.0906250,65
2017,7,Central Bank,NRI account,197,10844,4505,6799,372588525.7,41.54,62.70,1891312.3131980,55
2017,7,Central Bank,Salary account,224,12147,5194,7698,411216967.3,42.76,63.37,1835790.0325893,54
2017,7,Central Bank,Savings account,230,12694,5479,7893,432431222.8,43.16,62.18,1880135.7513043,55
2017,7,Czech export bank,NRI account,29,1860,475,1385,57077334.0,25.54,74.46,1968183.9310345,64
2017,7,Czech export bank,Salary account,39,2602,680,2239,91550007.8,26.13,86.05,2347436.0974359,67
2017,7,Czech export bank,Savings account,29,1834,542,1292,31759545.2,29.55,70.45,1095156.7310345,63
2017,7,Fio bank ,NRI account,28,1825,412,1413,51370724.6,22.58,77.42,1834668.7357143,65
2017,7,Fio bank ,Salary account,24,1587,346,1303,45687352.1,21.80,82.10,1903639.6708333,66
2017,7,Fio bank ,Savings account,28,1978,409,1822,61541232.0,20.68,92.11,2197901.1428571,71
2017,7,Hypotecni bank,NRI account,24,1631,341,1290,47732571.8,20.91,79.09,1988857.1583333,68
2017,7,Hypotecni bank,Salary account,23,1384,550,898,43696132.5,39.74,64.88,1899831.8478261,60
2017,7,Hypotecni bank,Savings account,19,1207,273,958,26380883.1,22.62,79.37,1388467.5315789,64
2017,7,J&T Bank ,NRI account,11,689,208,481,26776191.0,30.19,69.81,2434199.1818182,63
2017,7,J&T Bank ,Salary account,38,2379,693,1820,75269325.3,29.13,76.50,1980771.7184211,63
2017,7,J&T Bank ,Savings account,26,1786,749,1037,47849677.7,41.94,58.06,1840372.2192308,69
2017,7,Kameron bank,NRI account,30,2102,623,1545,75843087.4,29.64,73.50,2528102.9133333,70
2017,7,Kameron bank,Salary account,32,2032,405,1769,58150089.5,19.93,87.06,1817190.2968750,64
2017,7,Kameron bank,Savings account,21,1311,411,962,42034673.4,31.35,73.38,2001651.1142857,62
2017,7,Max bank,NRI account,23,1510,349,1173,39511241.6,23.11,77.68,1717880.0695652,66
2017,7,Max bank,Salary account,29,1899,488,1411,45728898.8,25.70,74.30,1576858.5793103,65
2017,7,Max bank,Savings account,29,1784,274,1655,67538788.1,15.36,92.77,2328923.7275862,62
2017,7,Moneta Money Bank,NRI account,29,1861,617,1244,48462631.0,33.15,66.85,1671125.2068966,64
2017,7,Moneta Money Bank,Salary account,29,1969,544,1746,57022416.1,27.63,88.67,1966290.2103448,68
2017,7,Moneta Money Bank,Savings account,29,2011,745,1332,60078270.7,37.05,66.24,2071664.5068966,69
2017,7,NBS BANK,NRI account,197,10877,4610,6783,385677161.9,42.38,62.36,1957752.0908629,55
2017,7,NBS BANK,Salary account,223,12046,5177,7606,414195374.0,42.98,63.14,1857378.3587444,54
2017,7,NBS BANK,Savings account,230,12531,5446,7781,437615358.0,43.46,62.09,1902675.4695652,54
2017,7,Northern Bank,NRI account,197,10962,4483,6963,379058141.2,40.90,63.52,1924153.0010152,56
2017,7,Northern Bank,Salary account,224,12219,5169,7819,413875529.7,42.30,63.99,1847658.6147321,55
2017,7,Northern Bank,Savings account,230,13025,5546,8157,456102342.2,42.58,62.63,1983053.6617391,57
2017,7,PPF Bank,NRI account,26,1732,275,1457,49798728.8,15.88,84.12,1915335.7230769,67
2017,7,PPF Bank,Salary account,34,2217,479,1870,73817988.6,21.61,84.35,2171117.3117647,65
2017,7,PPF Bank,Savings account,23,1440,475,978,44708739.2,32.99,67.92,1943858.2260870,63
2017,7,Raiffeisen bank,NRI account,26,1727,270,1457,44580981.5,15.63,84.37,1714653.1346154,66
2017,7,Raiffeisen bank,Salary account,30,1969,336,1709,59321762.7,17.06,86.80,1977392.0900000,66
2017,7,Raiffeisen bank,Savings account,23,1550,344,1405,46384958.5,22.19,90.65,2016737.3260870,67
2017,7,SKY BANK,NRI account,197,10184,4401,6245,354114548.9,43.21,61.32,1797535.7812183,52
2022,4,Air Bank ,NRI account,203,7714,1729,6307,333831832.1,22.41,81.76,1644491.7837438,38
2022,4,Air Bank ,Salary account,192,7559,1954,5945,297272914.5,25.85,78.65,1548296.4296875,39
2022,4,Air Bank ,Savings account,168,6309,1334,5260,256702885.1,21.14,83.37,1527993.3636905,38
2022,4,Bank Creditas,NRI account,175,6470,1308,5496,247037809.6,20.22,84.95,1411644.6262857,37
2022,4,Bank Creditas,Salary account,192,7415,2451,5169,283032929.0,33.05,69.71,1474129.8385417,39
2022,4,Bank Creditas,Savings account,200,7826,1754,6310,282474711.3,22.41,80.63,1412373.5565000,39
2022,4,Central Bank,NRI account,733,32199,14629,19342,1534242253.1,45.43,60.07,2093099.9360164,44
2022,4,Central Bank,Salary account,729,32464,15036,19756,1547728990.3,46.32,60.86,2123085.0347051,45
2022,4,Central Bank,Savings account,747,33415,15752,20262,1590371539.2,47.14,60.64,2129011.4313253,45
2022,4,Czech export bank,NRI account,180,6766,1647,5431,267388412.4,24.34,80.27,1485491.1800000,38
2022,4,Czech export bank,Salary account,173,7066,2137,5545,284922007.2,30.24,78.47,1646948.0184971,41
2022,4,Czech export bank,Savings account,193,7262,1908,5569,270495435.5,26.27,76.69,1401530.7538860,38
2022,4,Fio bank ,NRI account,188,7252,1728,5675,273385487.7,23.83,78.25,1454178.1260638,39
2022,4,Fio bank ,Salary account,209,7545,1728,6153,300639984.7,22.90,81.55,1438468.8263158,36
2022,4,Fio bank ,Savings account,196,7446,1479,6260,290375907.7,19.86,84.07,1481509.7331633,38
2022,4,Hypotecni bank,NRI account,177,6811,1601,5448,265368182.6,23.51,79.99,1499255.2689266,38
2022,4,Hypotecni bank,Salary account,177,6189,1586,4780,227949647.4,25.63,77.23,1287851.1152542,35
2022,4,Hypotecni bank,Savings account,188,7160,1489,5799,256841153.8,20.80,80.99,1366176.3500000,38
2022,4,J&T Bank ,NRI account,176,6278,1399,5013,245183014.7,22.28,79.85,1393085.3107955,36
2022,4,J&T Bank ,Salary account,166,6941,1699,5454,266532286.3,24.48,78.58,1605616.1825301,42
2022,4,J&T Bank ,Savings account,174,6329,1958,4519,233044075.3,30.94,71.40,1339333.7660920,36
2022,4,Kameron bank,NRI account,200,7629,1657,6332,311272309.2,21.72,83.00,1556361.5460000,38
2022,4,Kameron bank,Salary account,193,7296,1538,5952,270808041.6,21.08,81.58,1403150.4746114,38
2022,4,Kameron bank,Savings account,193,6735,1592,5444,247087096.1,23.64,80.83,1280244.0212435,35
2022,4,Max bank,NRI account,190,6935,1855,5478,283717555.9,26.75,78.99,1493250.2942105,37
2022,4,Max bank,Salary account,171,7095,1700,5558,272174033.8,23.96,78.34,1591661.0163743,41
2022,4,Max bank,Savings account,196,7020,1785,5569,283565882.0,25.43,79.33,1446764.7040816,36
2022,4,Moneta Money Bank,NRI account,186,6791,2276,4705,250452462.8,33.51,69.28,1346518.6172043,37
2022,4,Moneta Money Bank,Salary account,171,6898,1325,5935,251390457.9,19.21,86.04,1470119.6368421,40
2022,4,Moneta Money Bank,Savings account,197,7810,2061,6035,301110613.0,26.39,77.27,1528480.2690355,40
2022,4,NBS BANK,NRI account,1506,69867,32358,42036,3087330471.1,46.31,60.17,2050020.2331341,46
2022,4,NBS BANK,Salary account,1424,67582,31074,41205,3002158189.0,45.98,60.97,2108257.1551966,47
2022,4,NBS BANK,Savings account,1515,72005,33374,43740,3129104238.9,46.35,60.75,2065415.3392079,48
2022,4,Northern Bank,NRI account,506,22034,10287,13113,1102608965.6,46.69,59.51,2179069.1019763,44
2022,4,Northern Bank,Salary account,528,22860,10634,13990,1114431474.7,46.52,61.20,2110665.6717803,43
2022,4,Northern Bank,Savings account,524,23097,11043,13777,1091999662.8,47.81,59.65,2083968.8221374,44
2022,4,PPF Bank,NRI account,174,6487,961,5728,262158908.3,14.81,88.30,1506660.3925287,37
2022,4,PPF Bank,Salary account,179,6946,1852,5298,255292702.7,26.66,76.27,1426216.2162011,39
2022,4,PPF Bank,Savings account,190,7032,2108,5059,250340963.4,29.98,71.94,1317584.0178947,37
2022,4,Raiffeisen bank,NRI account,191,7187,1602,5695,271976906.9,22.29,79.24,1423962.8633508,38
2022,4,Raiffeisen bank,Salary account,172,6942,1629,5624,257270040.4,23.47,81.01,1495756.0488372,40
2022,4,Raiffeisen bank,Savings account,185,7105,1814,5419,250587677.7,25.53,76.27,1354527.9875676,38
2022,4,SKY BANK,NRI account,1506,76658,34511,46970,3422879532.1,45.02,61.27,2272828.3745684,51
2022,4,SKY BANK,Salary account,1424,72459,32594,44795,3223221401.0,44.98,61.82,2263498.1748596,51
2022,4,SKY BANK,Savings account,1515,76347,34240,47223,3384826079.6,44.85,61.85,2234208.6333993,50
2022,4,Sky Bank,NRI account,1180,48511,22931,28796,2268711100.5,47.27,59.36,1922636.5258475,41
2022,4,Sky Bank,Salary account,1151,47392,22510,28258,2190897133.3,47.50,59.63,1903472.7483058,41
2022,4,Sky Bank,Savings account,1225,50130,23810,29706,2243578553.5,47.50,59.26,1831492.6967347,41
2022,4,Southern Bank,NRI account,357,6872,4127,3113,354677378.7,60.06,45.30,993494.0579832,19
2022,4,Southern Bank,Salary account,390,7856,4790,3623,398908466.2,60.97,46.12,1022842.2210256,20
2022,4,Southern Bank,Savings account,375,7527,4601,3503,360995662.6,61.13,46.54,962655.1002667,20
2022,4,Trinity Bank,NRI account,201,7690,1348,6706,312371811.9,17.53,87.20,1554088.6164179,38
2022,4,Trinity Bank,Salary account,165,6382,1804,4762,245248790.6,28.27,74.62,1486356.3066667,39
2022,4,Trinity Bank,Savings account,190,7221,1824,5721,292689350.1,25.26,79.23,1540470.2636842,38
2022,4,UniCredit Bank,NRI account,196,7317,2327,5105,286572700.7,31.80,69.77,1462105.6158163,37
2022,4,UniCredit Bank,Salary account,174,6193,1597,4812,214307291.3,25.79,77.70,1231651.0994253,36
2022,4,UniCredit Bank,Savings account,169,6113,1280,5010,222251266.1,20.94,81.96,1315096.2491124,36
2022,5,Air Bank ,NRI account,203,7714,1729,6258,321824616.5,22.41,81.13,1585342.9384236,38
2022,5,Air Bank ,Salary account,192,7559,1954,5856,298829523.3,25.85,77.47,1556403.7671875,39
2022,5,Air Bank ,Savings account,168,6309,1334,5199,249156033.3,21.14,82.41,1483071.6267857,38
2022,5,Bank Creditas,NRI account,174,6446,1308,5344,250086362.5,20.29,82.90,1437277.9454023,37
2022,5,Bank Creditas,Salary account,192,7415,2451,5193,293217121.9,33.05,70.03,1527172.5098958,39
2022,5,Bank Creditas,Savings account,199,7806,1754,6346,290696335.6,22.47,81.30,1460785.6060302,39
2022,5,Central Bank,NRI account,728,32022,14560,19328,1567274012.3,45.47,60.36,2152848.9179945,44
2022,5,Central Bank,Salary account,728,32355,14886,19565,1596478222.4,46.01,60.47,2192964.5912088,44
2022,5,Central Bank,Savings account,748,33365,15680,20218,1595574784.8,47.00,60.60,2133121.3700535,45
2022,5,Czech export bank,NRI account,180,6766,1647,5443,258280492.9,24.34,80.45,1434891.6272222,38
2022,5,Czech export bank,Salary account,173,7066,2137,5541,289755515.4,30.24,78.42,1674887.3722543,41
2022,5,Czech export bank,Savings account,193,7262,1908,5569,267108024.3,26.27,76.69,1383979.4005181,38
2022,5,Fio bank ,NRI account,188,7252,1797,5605,272134038.5,24.78,77.29,1447521.4813830,39
2022,5,Fio bank ,Salary account,209,7545,1728,6093,305699199.1,22.90,80.76,1462675.5937799,36
2022,5,Fio bank ,Savings account,196,7446,1479,6291,295423660.9,19.86,84.49,1507263.5760204,38
2022,5,Hypotecni bank,NRI account,177,6811,1601,5381,273885786.5,23.51,79.00,1547377.3248588,38
2022,5,Hypotecni bank,Salary account,176,6174,1586,4755,230987435.2,25.69,77.02,1312428.6090909,35
2022,5,Hypotecni bank,Savings account,188,7160,1489,5747,264936419.9,20.80,80.27,1409236.2760638,38
2022,5,J&T Bank ,NRI account,176,6278,1399,4974,241684229.7,22.28,79.23,1373205.8505682,36
2022,5,J&T Bank ,Salary account,166,6941,1699,5478,267483690.6,24.48,78.92,1611347.5337349,42
2022,5,J&T Bank ,Savings account,174,6329,1958,4553,251387044.8,30.94,71.94,1444753.1310345,36
2022,5,Kameron bank,NRI account,200,7629,1657,6258,323404088.7,21.72,82.03,1617020.4435000,38
2022,5,Kameron bank,Salary account,193,7296,1538,5998,280656960.5,21.08,82.21,1454181.1424870,38
2022,5,Kameron bank,Savings account,192,6723,1592,5490,245583008.1,23.68,81.66,1279078.1671875,35
2022,5,Max bank,NRI account,190,6935,1855,5434,292677311.9,26.75,78.36,1540406.9047368,37
2022,5,Max bank,Salary account,171,7095,1700,5616,286261117.5,23.96,79.15,1674041.6228070,41
2022,5,Max bank,Savings account,196,7020,1785,5537,278660554.6,25.43,78.87,1421737.5234694,36
2022,5,Moneta Money Bank,NRI account,186,6791,2212,4637,250235315.6,32.57,68.28,1345351.1591398,37
2022,5,Moneta Money Bank,Salary account,171,6898,1325,5903,246753248.1,19.21,85.58,1443001.4508772,40
2022,5,Moneta Money Bank,Savings account,197,7810,2061,6191,304252025.5,26.39,79.27,1544426.5253807,40
2022,5,NBS BANK,NRI account,1500,69529,31941,41680,3127260193.9,45.94,59.95,2084840.1292667,46
2022,5,NBS BANK,Salary account,1424,67464,30901,40953,3060631241.8,45.80,60.70,2149319.6922753,47
2022,5,NBS BANK,Savings account,1510,71701,33107,43500,3122987989.2,46.17,60.67,2068203.9663576,47
2022,5,Northern Bank,NRI account,503,21911,10253,13132,1113758942.4,46.79,59.93,2214232.4898608,44
2022,5,Northern Bank,Salary account,526,22764,10581,13886,1144295336.1,46.48,61.00,2175466.4184411,43
2022,5,Northern Bank,Savings account,522,22976,10837,13625,1102794238.8,47.17,59.30,2112632.6413793,44
2022,5,PPF Bank,NRI account,174,6487,961,5770,266621135.0,14.81,88.95,1532305.3735632,37
2022,5,PPF Bank,Salary account,179,6946,1852,5252,259190913.8,26.66,75.61,1447993.9318436,39
2022,5,PPF Bank,Savings account,191,7092,2168,5071,259224110.4,30.57,71.50,1357194.2952880,37
2022,5,Raiffeisen bank,NRI account,191,7187,1638,5718,283252813.4,22.79,79.56,1482999.0230366,38
2022,5,Raiffeisen bank,Salary account,172,6942,1629,5523,258779427.0,23.47,79.56,1504531.5523256,40
2022,5,Raiffeisen bank,Savings account,184,7045,1814,5393,257483112.1,25.75,76.55,1399364.7396739,38
2022,5,SKY BANK,NRI account,1500,76468,34241,46745,3465687865.0,44.78,61.13,2310458.5766667,51
2022,5,SKY BANK,Salary account,1424,72375,32307,44475,3262566046.7,44.64,61.45,2291127.8417837,51
2022,5,SKY BANK,Savings account,1510,76107,34025,46940,3342275619.4,44.71,61.68,2213427.5625166,50
2022,5,Sky Bank,NRI account,1175,48192,22603,28556,2285275210.8,46.90,59.25,1944915.0730213,41
2022,5,Sky Bank,Salary account,1149,47284,22292,27972,2229899519.4,47.14,59.16,1940730.6522193,41
2022,5,Sky Bank,Savings account,1220,50016,23676,29629,2268725442.4,47.34,59.24,1859611.0183607,41
2022,5,Southern Bank,NRI account,356,6845,4143,3148,361747767.3,60.53,45.99,1016145.4137640,19
2022,5,Southern Bank,Salary account,389,7839,4789,3636,415903236.9,61.09,46.38,1069159.9920308,20
2022,5,Southern Bank,Savings account,373,7481,4513,3451,376735106.9,60.33,46.13,1010013.6914209,20
2022,5,Trinity Bank,NRI account,200,7668,1348,6602,320419898.5,17.58,86.10,1602099.4925000,38
2022,5,Trinity Bank,Salary account,163,6369,1739,4731,253223256.1,27.30,74.28,1553516.9085890,39
2022,5,Trinity Bank,Savings account,190,7221,1824,5720,299337247.5,25.26,79.21,1575459.1973684,38
2022,5,UniCredit Bank,NRI account,196,7317,2327,5114,290151634.1,31.80,69.89,1480365.4801020,37
2022,5,UniCredit Bank,Salary account,174,6193,1597,4796,216326184.2,25.79,77.44,1243253.9321839,36
2022,5,UniCredit Bank,Savings account,169,6113,1280,4982,218975022.7,20.94,81.50,1295710.1934911,36
2022,6,Air Bank ,NRI account,203,7714,1729,6271,304479222.1,22.41,81.29,1499897.6458128,38
2022,6,Air Bank ,Salary account,192,7559,1954,5807,279169304.0,25.85,76.82,1454006.7916667,39
2022,6,Air Bank ,Savings account,168,6309,1334,5200,240483165.4,21.14,82.42,1431447.4130952,38
2022,6,Bank Creditas,NRI account,175,6470,1308,5393,232651038.4,20.22,83.35,1329434.5051429,37
2022,6,Bank Creditas,Salary account,192,7415,2451,5167,266858917.5,33.05,69.68,1389890.1953125,39
2022,6,Bank Creditas,Savings account,200,7826,1754,6370,276013000.5,22.41,81.40,1380065.0025000,39
2022,6,Central Bank,NRI account,735,32265,14749,19553,1428905455.3,45.71,60.60,1944089.0548299,44
2022,6,Central Bank,Salary account,729,32455,15082,19823,1510274822.3,46.47,61.08,2071707.5751715,45
2022,6,Central Bank,Savings account,749,33427,15824,20413,1507582035.3,47.34,61.07,2012793.1045394,45
2022,6,Czech export bank,NRI account,180,6766,1647,5419,252544101.2,24.34,80.09,1403022.7844444,38
2022,6,Czech export bank,Salary account,173,7066,2137,5523,279082719.1,30.24,78.16,1613194.9080925,41
2022,6,Czech export bank,Savings account,193,7262,1908,5579,246580411.3,26.27,76.82,1277618.7113990,38
2022,6,Fio bank ,NRI account,188,7252,1797,5579,246510222.1,24.78,76.93,1311224.5856383,39
2022,6,Fio bank ,Salary account,209,7545,1728,6103,297825228.6,22.90,80.89,1425001.0937799,36
2020,10,Air Bank ,NRI account,150,6889,1466,5713,245495114.4,21.28,82.93,1636634.0960000,46
2020,10,Air Bank ,Salary account,149,6914,1782,5361,238384032.6,25.77,77.54,1599892.8362416,46
2020,10,Air Bank ,Savings account,127,5606,1220,4601,192623488.2,21.76,82.07,1516720.3795276,44
2020,10,Bank Creditas,NRI account,132,5829,1154,4837,203406825.0,19.80,82.98,1540960.7954545,44
2020,10,Bank Creditas,Salary account,142,6604,2210,4601,227028993.9,33.46,69.67,1598795.7316901,47
2020,10,Bank Creditas,Savings account,157,7132,1562,5833,240674468.0,21.90,81.79,1532958.3949045,45
